"P";"CL";"sigma";"Temp";"dz";"k_eff";"lp__"
"1";0.819889166267985;39.3132063373245;0.970083872702871;298;3.5;0.15;-47.7568667559491
"2";0.815227611854183;38.6562970173378;1.09045327706093;298;3.5;0.15;-48.6414844780968
"3";0.822672142882066;39.584908445833;1.08969751075581;298;3.5;0.15;-48.7645173869421
"4";0.795241201621951;39.9185958073437;1.07456649509186;298;3.5;0.15;-47.3990453880515
"5";0.817056218351145;39.3821344731117;1.0917227289749;298;3.5;0.15;-47.2184839223189
"6";0.844720594139162;38.6000241600763;1.09931438151279;298;3.5;0.15;-47.4112731430382
"7";0.804298922557655;39.5553036614936;0.981690778965874;298;3.5;0.15;-47.5158532117782
"8";0.785480153599604;40.1121975446508;0.929971143662025;298;3.5;0.15;-49.4374136955485
"9";0.826749692356201;38.8623244245458;1.02689047112795;298;3.5;0.15;-46.7690584063285
"10";0.862514795086908;38.0325238404971;0.971639529904057;298;3.5;0.15;-47.7894101834283
"11";0.811599961942521;39.5440073558606;1.09209383607351;298;3.5;0.15;-47.2837719930618
"12";0.78845279455932;39.9874004193296;1.07232205668647;298;3.5;0.15;-47.6219491750009
"13";0.815626820104786;39.0487650082081;0.938983362291502;298;3.5;0.15;-48.1429586238547
"14";0.814673276168443;39.4761541466097;1.01694906862843;298;3.5;0.15;-47.3162430206934
"15";0.827748255157752;38.4692935077839;1.03871444291107;298;3.5;0.15;-47.5520915109072
"16";0.813463632675127;39.4147073157464;1.0242231840213;298;3.5;0.15;-47.0571653094524
"17";0.819820599924157;39.111196170042;1.09340219911594;298;3.5;0.15;-46.9574410757037
"18";0.872260683733424;37.3874333148356;1.00533815985494;298;3.5;0.15;-47.8198540799554
"19";0.908066166005757;36.9911409942678;1.03152232465907;298;3.5;0.15;-49.708151590632
"20";0.753313245186129;41.0343785486338;1.02249850785279;298;3.5;0.15;-50.3376759989457
"21";0.832588292849865;38.732680057957;1.18976681452943;298;3.5;0.15;-48.1968818920782
"22";0.826295009238292;39.1636142136747;1.14228269068086;298;3.5;0.15;-47.7684064858218
"23";0.815465668330349;38.8922934650323;1.16679961039041;298;3.5;0.15;-48.3096992067281
"24";0.860060491699781;38.1944112422105;1.16756604308719;298;3.5;0.15;-48.6149748846865
"25";0.868228156819505;38.3819687708401;1.18602414126666;298;3.5;0.15;-50.8379150976423
"26";0.857985075095977;38.121768917659;1.16138409432706;298;3.5;0.15;-48.2548090460129
"27";0.869923096647632;37.9432127126208;1.20323573219496;298;3.5;0.15;-49.5906003819347
"28";0.846271505365494;37.9888955948552;1.20190572407781;298;3.5;0.15;-49.2625872582554
"29";0.88370277929072;36.9188815492633;0.980009867650601;298;3.5;0.15;-49.0541557760024
"30";0.837196222783538;38.329069876013;1.03725980032964;298;3.5;0.15;-47.1035107360808
"31";0.855123952758649;38.1435717397974;0.97909006693789;298;3.5;0.15;-47.3629194347796
"32";0.794289265455925;39.6768623597303;1.04968942422646;298;3.5;0.15;-47.5382619951217
"33";0.822577259479078;39.2574070886804;1.03178013739303;298;3.5;0.15;-47.2029383786939
"34";0.827131075433581;38.7631554409634;1.02781158098484;298;3.5;0.15;-46.8161552420744
"35";0.802099393086423;39.3867149581931;0.981755328550485;298;3.5;0.15;-47.885624239248
"36";0.759821282573675;40.8821847112005;0.992433540986318;298;3.5;0.15;-50.0050392649024
"37";0.766500298248454;41.4200058894184;0.982587442227164;298;3.5;0.15;-52.0593594330064
"38";0.762541565597383;41.210441695871;0.981234900330889;298;3.5;0.15;-50.4402683802383
"39";0.770149955941789;40.6405281683222;0.986728885871486;298;3.5;0.15;-49.1858398217604
"40";0.807078001495546;39.4387064838958;0.932145157926048;298;3.5;0.15;-48.4126784565556
"41";0.81116415698186;39.4183636028309;0.943148407863351;298;3.5;0.15;-48.0870316645976
"42";0.81116415698186;39.4183636028309;0.943148407863351;298;3.5;0.15;-48.0870316645976
"43";0.812613855000107;39.1528128596695;1.00948866718673;298;3.5;0.15;-47.1244821152311
"44";0.8163095144697;39.3325123008;1.0245066388691;298;3.5;0.15;-47.0178853878964
"45";0.792369184676464;39.9046139902319;1.15453479878344;298;3.5;0.15;-48.0935184847483
"46";0.818956408889378;38.9994595397174;1.0649267561558;298;3.5;0.15;-46.8787758861809
"47";0.830837861579075;39.2014481823831;1.07787481015703;298;3.5;0.15;-47.9261422894997
"48";0.902825040603377;37.2035039138514;1.03889702383825;298;3.5;0.15;-49.7844988613296
"49";0.852918298525095;38.5202986841014;1.13879683162915;298;3.5;0.15;-48.4220763601104
"50";0.880112493787352;37.2654989359589;1.12520429877881;298;3.5;0.15;-48.6339816802525
"51";0.880584875203316;37.4628286459833;1.17629912267713;298;3.5;0.15;-49.3055583356052
"52";0.835731112701695;38.6060174055118;0.900597020513902;298;3.5;0.15;-48.85161724235
"53";0.830307389172823;38.6626279128686;0.922077314782473;298;3.5;0.15;-48.2744559979966
"54";0.871096726194148;37.9749021392558;1.10766822729764;298;3.5;0.15;-48.4553105462094
"55";0.805048858927983;39.6078631885882;1.03584194307692;298;3.5;0.15;-47.1016876945733
"56";0.802286466471335;39.7216903145607;1.03608116473596;298;3.5;0.15;-47.2093225610954
"57";0.792731021595986;39.5083347143817;1.04523077353767;298;3.5;0.15;-48.2937887918161
"58";0.88693166148137;36.9216688248275;1.11837269979081;298;3.5;0.15;-49.3292551945929
"59";0.856696392326836;38.2590386494619;1.06033510427559;298;3.5;0.15;-47.4189242506376
"60";0.855955177800507;37.9621634980639;0.937638401353406;298;3.5;0.15;-47.978153792932
"61";0.832731209996051;38.8644368194093;1.00367083827733;298;3.5;0.15;-47.0716141105294
"62";0.806641443954974;39.6396884304381;1.08617562782026;298;3.5;0.15;-47.2312732032993
"63";0.817190193249299;39.5147346817919;1.05849976603819;298;3.5;0.15;-47.5522074572294
"64";0.81190331123064;39.3854184792948;1.05416255027082;298;3.5;0.15;-46.9224412771498
"65";0.81269379136505;39.3328099939837;0.976785806205542;298;3.5;0.15;-47.3836712391477
"66";0.787136788953043;40.5345519278447;0.99395069462032;298;3.5;0.15;-49.2696461658332
"67";0.784966307297952;40.4353425547545;0.931815127037018;298;3.5;0.15;-49.9450473006551
"68";0.809739904104896;39.4953722071165;0.975895455202289;298;3.5;0.15;-47.5489025515222
"69";0.781543011588825;39.9445625352436;0.946036047136618;298;3.5;0.15;-49.9064622875575
"70";0.855761549525398;38.098780117263;1.06970021912911;298;3.5;0.15;-47.1389744250693
"71";0.870381214470475;37.6231464895702;0.976074724036655;298;3.5;0.15;-47.6943342310556
"72";0.847553596915853;37.597624551395;1.10317422393582;298;3.5;0.15;-49.8401298389221
"73";0.8555090415135;38.752893780868;1.03833540976842;298;3.5;0.15;-50.0213322706314
"74";0.829358159802873;37.9073521720442;1.02534443848213;298;3.5;0.15;-51.4842294121385
"75";0.839968509927447;38.1169221724652;1.01071159638629;298;3.5;0.15;-47.6969546937291
"76";0.847694036242249;38.1590141534121;1.00924355374666;298;3.5;0.15;-47.0164483969831
"77";0.810009244136784;39.3796711742679;1.08064765495231;298;3.5;0.15;-46.9971176824892
"78";0.815983973541074;39.5689054322825;1.07756509982498;298;3.5;0.15;-47.6632536105142
"79";0.804890636917579;39.2107638637985;1.09477263830426;298;3.5;0.15;-47.6989840772985
"80";0.837002368246296;38.4436861180756;1.16420506962267;298;3.5;0.15;-47.9426390610525
"81";0.84191766146603;38.3201773507646;1.20102489200845;298;3.5;0.15;-48.6423923609395
"82";0.837550022006746;38.9937376087359;1.09817781890998;298;3.5;0.15;-47.986205443241
"83";0.791479026624381;39.5847017511895;1.0046646107406;298;3.5;0.15;-48.4761975154194
"84";0.794455729604523;39.8721902092833;0.99637437997422;298;3.5;0.15;-47.6829841150151
"85";0.793547496973249;39.9313975648139;0.987337697450502;298;3.5;0.15;-47.8473996816968
"86";0.804397708415333;39.5295674863749;1.01900884050789;298;3.5;0.15;-47.147355192552
"87";0.866248646112742;37.8732635520523;1.21373792980693;298;3.5;0.15;-49.4545738852098
"88";0.866555783572184;37.7227080906436;1.23155181295771;298;3.5;0.15;-49.8843946046396
"89";0.865739078698902;37.7683932430533;1.034408535958;298;3.5;0.15;-47.2851610380082
"90";0.854760008863447;37.6607540375314;1.06194986714022;298;3.5;0.15;-48.1175354568029
"91";0.869429799224492;38.0993979424009;1.08933756234921;298;3.5;0.15;-48.5907287214327
"92";0.856944926434814;37.5737387431161;1.10415767842404;298;3.5;0.15;-48.607531565945
"93";0.872656053232228;37.6932041741675;1.10383091621297;298;3.5;0.15;-47.9528837917208
"94";0.829867990515365;38.7225225064209;1.00307557757776;298;3.5;0.15;-46.8956495589775
"95";0.799026652465003;39.6716179406001;0.99469773297426;298;3.5;0.15;-47.5303604484001
"96";0.812734764382836;39.3254827885202;0.971750619637125;298;3.5;0.15;-47.4541216238334
"97";0.811023170073145;39.1053476423202;0.931025666755661;298;3.5;0.15;-48.66471204284
"98";0.820550355716668;39.2791639155222;0.979310854571491;298;3.5;0.15;-47.5601249003898
"99";0.875973779597813;37.4410368930597;1.0519296618365;298;3.5;0.15;-47.6955952297747
"100";0.86900736150711;37.9747469604969;1.21371455042819;298;3.5;0.15;-49.7716256502532
"101";0.846588777031446;37.9632568002775;0.882489337269659;298;3.5;0.15;-50.2220629781542
